ID,sentence,label
facebook_corpus_msr_1945450,haters gonna hate secularspseudo seculars dangerous people now daysindian express vulnerable peoples unityits pseudo secular news channel,AG
facebook_corpus_msr_2137940,get ? joblessness lower gdp long run r dead j m keyens,AG
facebook_corpus_msr_2117623,one wonders white americans differentiate banladeshi pakistani indian hndu crime e terribly sad matter blame government seem right islamists engaged terrorism creating misery innocent hindus muslims subcontinent origin christians therefore thing one must blame islamist indulging terrorist activity must eliminate people,AG
facebook_corpus_msr_397812,subhajit ghosh need kill atleast one go,AG
facebook_corpus_msr_2082441,ashish kr talked cyber crime criminal taking money physically withdrawing bank negate idea foolish example even without understanding issue,AG
facebook_corpus_msr_1639560,wow winning it? nice journalism!,AG
facebook_corpus_msr_2251564,seshaiyan said normal embalming procedure followed preserve body,NAG
facebook_corpus_msr_405636,muslim country say anything thisif yes really happy,AG
facebook_corpus_msr_1972717,president inc thrown first profane nonsensical utterances course poll campaign tried match pappoo sentence sentence absurdity result see !!,AG
facebook_corpus_msr_2111134,india hindu country secularism slow sure way convert islamic soon muslims majority talk secularism meaningless find vast majority indian muslims sympathetic saudi regime style shariat laws banning religions islamic countries justifying islamic practices many openly speaking support fatwas speak mindsthey attack say truth examples tarek fateh taslima nasreen see secularism tool deceive hindus secularism one way street muslims secular? not india never make mistake secular,AG
facebook_corpus_msr_422167,plz speak rajdeep sardesai offer public apology shame journalism paid media om,AG
facebook_corpus_msr_482950,weak market still force motor forcing go,NAG
facebook_corpus_msr_1893412,mullah nation jail people getting seperated want divorce man like every one else go courts go counseling commit alimony child support th century,AG
facebook_corpus_msr_288087,jatle totly failer minister india,AG
facebook_corpus_msr_1689939,jio slow network survey wrong,AG
facebook_corpus_msr_431254,pls one good country appreciate him modiji good us,NAG
facebook_corpus_msr_444719,start political reengineering process political parties opposing demonetization already started reading writings wall able play politics name poor method hitherto followed poor going state past political parties yet equipped face situation hence hue cry good luck mr pm lets keep fingers crossed,AG
facebook_corpus_msr_2018500,people born golden spoon give statements like this seen struggle provide better future children would known importance working lady,AG
facebook_corpus_msr_451907,dont understand point singing nessun dorma bike launch,NAG
facebook_corpus_msr_464018,legally inherited acquired explained sources neither chargeable tax existing provisions proposed amended provisions,NAG
facebook_corpus_msr_490425,speech like boring song go visit wash room !,NAG
facebook_corpus_msr_2111352,many people get killed cpm party supporters keral one month?,AG
facebook_corpus_msr_414383,question face saving modi govt brought back congress little raise hand govt ,NAG
facebook_corpus_msr_329966,hindus care innocent animals unlike xtians peacefools thats im proud hindu,AG
facebook_corpus_msr_2242037,much needed,NAG
facebook_corpus_msr_422681,western lip stick cannot sold section lo real parris even aishwarya bachan priyanka chopra cannot influence target audiece,NAG
facebook_corpus_msr_413533,working software mobile dispensing part fuel hpcl cmd,NAG
facebook_corpus_msr_1805067,even lost hopes anna hazarehe worried corruption,AG
facebook_corpus_msr_2041570,nthng wrng c said abt karan johar accept,NAG
facebook_corpus_msr_1984408,top stories morning,NAG
facebook_corpus_msr_473834,nri exchange money? currency exchange houses taking money!! kindly suggest,NAG
facebook_corpus_msr_506293,airindia versus king fisher versus vodafone repayment versus union and govt policy protect airline industry weak fragile drumstick fracture news,NAG
facebook_corpus_msr_416429,democratic response aviation minister one law,NAG
facebook_corpus_msr_2280056,kuwait suspends issuance visas nationals muslimmajority countries including pakistan,NAG
facebook_corpus_msr_1805207,chaddi like aap?,AG
facebook_corpus_msr_1610628,another jumla bhartiya jumla party,AG
facebook_corpus_msr_1542515,withdrawal april tweet army could mean two power centres arrived settlement issue,NAG
facebook_corpus_msr_446477,govt offices cctv camera inside rooms,AG
facebook_corpus_msr_1805318,mr anna hazare mis guidedthere fact,AG
facebook_corpus_msr_470193,wht abt places whr card nt wrk all? traveling rickshaw expect cards?,NAG
facebook_corpus_msr_349438,wht u mr owesisiu every righy dicuss full matter,NAG
facebook_corpus_msr_2111341,ghost chatting geetha really funny,NAG
facebook_corpus_msr_1561861,really shameful,AG
facebook_corpus_msr_1737013,whole lot hot air says nothing simply aimed getting eyeballs coverage forget stupid enough join aap !!,AG
facebook_corpus_msr_413296,india got aircraft carrier selfish china shrood prduce big bog talk,NAG
facebook_corpus_msr_1804810,right,NAG
facebook_corpus_msr_1723213,complaints loudspeakers early morning also need following law within decibel limits timings,AG
facebook_corpus_msr_456397,competition royal enfeild? takes era beat royal enfeild,NAG
facebook_corpus_msr_461455,still think cho speaking sycophant modi even demonetisation move must extremely antimodi,AG
facebook_corpus_msr_2175502,devavrat rana earned im perfectly detached polite subject helps form opinion himher,NAG
facebook_corpus_msr_2018577,think every female right choose way wants lead life dear mrs shahid kapoor mothers daughter puppy whether working homemaker imagine ur gynaecologist time ur delivery said cant leave daughter come ur delivery puppy what!,AG
facebook_corpus_msr_1805289,oh anna hazare still alive?,AG
facebook_corpus_msr_503542,usdinr gonna fly towards next years,NAG
facebook_corpus_msr_404147,yes accept gift masters cant accept charity slaves,AG
facebook_corpus_msr_1805235,anna aanother middleman bjphe always speaks kejriwal never wrong bjp,AG
facebook_corpus_msr_1763620,cry baby,AG
facebook_corpus_msr_381267,मोदी जी उसी की भाषा में जवाब का इंतजार हम चाहते है पाकिस्तान से,NAG
facebook_corpus_msr_2082578,people show doors modi government,AG
facebook_corpus_msr_492539,icici assisted akanksha foundation early years developmental projects underprivileged wishing success organisation endeavours !,NAG
facebook_corpus_msr_331231,bias media never highlight anything north east n case cattle thief n serious problem assam recently within months lost cattle village n villegers treat r able catch thief bias media try communalise issue,NAG
facebook_corpus_msr_1935256,couple,NAG
facebook_corpus_msr_2199190,stop barking,AG
facebook_corpus_msr_451109,ur speech think black money holders also support u,AG
facebook_corpus_msr_420684,would like congratulate cnbc getting many record breaking comments face tears joy never seen many comments post never knew many hasty self proclaimed political gurus country zero level critical thinking comments,AG
facebook_corpus_msr_1674415,bad luck kkr team,NAG
facebook_corpus_msr_412308,wipro services ebit rs cr vs rs cr qoq,NAG
facebook_corpus_msr_328114,charge sussu point providing toilets clean free,NAG
facebook_corpus_msr_2377405,know whether not? buttwipe,AG
facebook_corpus_msr_496193,low audio please improve it,AG
facebook_corpus_msr_415538,ebays india division mumbainot delhiand ebay bangalore backend analytics centre ebay india would stay,NAG
facebook_corpus_msr_483007,views rane brakes it good results,NAG
facebook_corpus_msr_327045,poor chap microsoft make vaccine software company dont feel bad pakistani ao know software infact india export vaccine european african countries,NAG
facebook_corpus_msr_443957,showing emotions bad ? dont feel despite dresses talk live real question growing and find yes are,AG
facebook_corpus_msr_474170,buy goldgold mining stocks thats way financially benefit event already put order folded handsmediumlight skin tone already bought mmtc gold rally back trump election,NAG
facebook_corpus_msr_2115246,ok lost test match india bounce back win series,NAG
facebook_corpus_msr_2111206,newspaper funny mention heading pinarayi vijayan thus giving impression statement made rss leader indian express master misleading news posted morning wonder statement made?,AG
facebook_corpus_msr_1805092,accepting others generally leads disappointmentif anna real ability produce many kejriwalit may possible kejriwal may left illiterate anna present political conditions week people repents,NAG
facebook_corpus_msr_2127038, seats bjp winking face tongue,AG
facebook_corpus_msr_379391,modi hai ek politician ye sabit huadesh bhakti shirf ek chola haijis per shirf rotiya hi sekhi jati rahegeaur jawan sahid hotey rahege,AG
facebook_corpus_msr_331303,dumb hindhu people know worst theory politics bjp rss,AG
facebook_corpus_msr_329703,height stupidity respecting animal disrespecting lady woww!!!!fights eat n to put kajol jail eat according indian law,AG
facebook_corpus_msr_507195,please forward copy report sonia gandhi son copy opposition parties vehemently objecting govt parliament,NAG
facebook_corpus_msr_379812,news believed pakistani army following military ethics all thank,AG
facebook_corpus_msr_457465,guys good stock benefitted digitisation,NAG
facebook_corpus_msr_1956972,vinod wangnoo yes see that,NAG
facebook_corpus_msr_1724195,crap sonupouting facepouting facepouting facepouting facepouting face,AG
facebook_corpus_msr_331048,bjp leaders respect leadersif say abt they vl bark saying antinationalist,AG
facebook_corpus_msr_2145860,superb actor happy birthday,NAG
facebook_corpus_msr_326915,worry indian army mutilate pakistan soldiers bodiesthird party would this,AG
facebook_corpus_msr_1737177,indian media behave like prostitutes,AG
facebook_corpus_msr_1723485,thanks nonmuslims bros condemn sonus tweetbut people commenting abt noise pollution n said sonus tweet abt noise pollution one thing wanna ask that musical concerts reducing noise pollution?,AG
facebook_corpus_msr_1561820,bjp mla powerful position today police officer need understand,AG
facebook_corpus_msr_420866,good insights layman thoughts clarified way forward booster many newbies wanna come big time,NAG
facebook_corpus_msr_1723218,specifically said abt muslims azaan dat right?,AG
facebook_corpus_msr_2127066,indian express funny,AG
facebook_corpus_msr_326360,india govt taken seviour action aignest pakistan,NAG
facebook_corpus_msr_1582202,harish kumar kerala,AG
facebook_corpus_msr_327641,means ​ india toilets mobiles pakistan pakistan nation also suffers problembut blind it,AG
facebook_corpus_msr_332817,mdrseyou already done itby saying industry popular artists go suicide,NAG
facebook_corpus_msr_2073038,many guys know internal war syria facing started alleppo university university damascus google itl think stop type cancer spreading country,AG
facebook_corpus_msr_1723710,real picture called secular india muslims r allowed practice religion jinnah right two nation theory,AG
facebook_corpus_msr_452197,seeing guess dominar dont work mornings,AG
facebook_corpus_msr_584574,upto large extent resolvedbt v cant say basis r several determinants needs taken consideration,NAG
facebook_corpus_msr_451926,srsly enjoying comments launch music,NAG
facebook_corpus_msr_334988,seriously? ever watched decent tamil malayalam movie? actors acting tamil actors! remya krishna nassar sathyaraj direction good part many animation flaws could head golden statue float last scene?,AG
facebook_corpus_msr_2280110,check khaleej times website this news false,AG
facebook_corpus_msr_399074,u kajol even expect type reaction side,NAG
facebook_corpus_msr_325967,need erase pakistan global map geographicaly,AG
facebook_corpus_msr_2159102,share,NAG
facebook_corpus_msr_462832,escapists!!! made money percentage basis time rest!! gud idea,NAG
facebook_corpus_msr_470044,suggestions like aadhar card make mandatory atmdebit card every business outlet small big shall swiping machinespaytm like arrangement must made mandatory run business stop printing rs immediately future rs demonitize six months every election elections hence shall conducted date henceforth like indirect taxes integration integrate direct taxes collect transaction tax bank arthakranti suggested continue cash withdrawal restrictions even dec st reduce cash usage eventually limit rs per month individuals rs businesses per turnover gst shall collected first billing stop input credit collect turnover tax basing turnover distribution service providers small businesses later dates,NAG
facebook_corpus_msr_1521950,good see xhange,NAG
facebook_corpus_msr_472646,honourable pm saying some forces him may leave alive entire nation terrible thing pm feel safe people powerful india? talking internal security breach?,NAG
facebook_corpus_msr_490945,lets fight rahul come spartanlets make persian run country make bajaj got resale value like enfield bringing value shiva shiva shiva shiva shiva shivaya ecstasy shiva celebrating coolest,NAG
facebook_corpus_msr_431182,first ever indian prime minister indian history whos thinking indian nd india genius sir,NAG
facebook_corpus_msr_2081732,viru like cricket u missed line ball bowled uso cmnt pl try understand remark wider perspective almost everybody wants peace war b avoided unless situation demands otherwise u proved less maturity yrs old,AG
facebook_corpus_msr_1521638,lol chillax dudes mallus bigoted religious fanatics like u guys eat pork cow buffalos camels even fish pride!! find non mallus spread ur ignorance stupidity!! savvy? stay royal state!,AG
facebook_corpus_msr_1457532,indian women,NAG
facebook_corpus_msr_407039,kids like you plz go watch lollypop ur mouth,AG
facebook_corpus_msr_1521736,nidhish nair like north indian counterparts waiting lakhs fall account ,AG
facebook_corpus_msr_1853771,entrepreneur opens world class zoo charges rs entry fees disappointment body comes see zoo reduces fees rs time hardly gets visitor frustrated entrepreneur finally slashes fees mere rs still gets deprived visitors ultimately announces free entry zoo greedy masses flock zoo gets elated see awesome response scheme smart entrepreneur releases hungry wild animals zoo charges whooping rs per person exit helpless crowd left choice pay money life welcome scheme called jio face tears joyface tears joy,AG
facebook_corpus_msr_1610612,time work? u till now!!!,NAG
facebook_corpus_msr_1805381,anna g bjp join karke sahi kiya z plus security mili h,AG
facebook_corpus_msr_1736993,never ever disrespectful comments liking principles may right make otherwise,AG
facebook_corpus_msr_465464,cnbc tv pro modiall times trying show huge loss account demonitisationbut every time hitting back,NAG
facebook_corpus_msr_324654,got bangles on?? yet guess ms irani receive yetface tears joyface tears joyface tears joyface tears joyface tears joy,AG
facebook_corpus_msr_1521829,world moves new thrust idiots still discussing others food idiots barking here anyone comes tell eating aloo believes u stop eating aloo produce lesser gas? btw pepper beef dry fry really tasty dont know ask bjp mates kerala,AG
facebook_corpus_msr_1391511,thats indian woman,NAG
facebook_corpus_msr_1775230,mushroom love o indian express mushroom add close •» indian express like comment back o sahilbdtk o,NAG
facebook_corpus_msr_1724309,maya patel loudspeaker started am,AG
facebook_corpus_msr_2082486,long back charges withdrawal introduced later withdraw unethical bank fully utilize clients funds held illegal better checkup past experience,AG
facebook_corpus_msr_408045,poor r starving n people r wasting thousand litres milk posters favourite actors coz treat like god nt foolishness stupidity disgusting,AG
facebook_corpus_msr_420658,also support bjp good move,NAG
facebook_corpus_msr_416594,way thinking loss aggregate savings per capita household income savings hospital expense caused due accidents drink drive savings every house income goes govt earned either lady house man spent something better savings stress caused due fights wife husband due drinking savings physical abuse happening many homes saving child watching trauma caused fights mom dad,AG
facebook_corpus_msr_387278,collisionpart time jobs star earn daily to star registration fees star hard work star govt certified company star want join? star type mobile job send whatsapp star whatsapp num + ,NAG
facebook_corpus_msr_2111400,rss pro hindu dog thy r terrirts agents telng othr innocnt people muslium terrirts isnt jst undrstnd logic u guys r educate going back modi drink his,AG
facebook_corpus_msr_483009,rane brakes giving good resultsany views,NAG
facebook_corpus_msr_465970,thats better reporting cnbc ie covering non metro n rural india,NAG
facebook_corpus_msr_1972706,reason behind loss easy explain pimp shriman pappu maharaj riding bicycle bicycle akhilesh flat tires could therefore meet constituents waiting free laptops iphone,AG
facebook_corpus_msr_2126979,bark barkbark face tears joyface tears joyface tears joy,AG
facebook_corpus_msr_413442,et says crushed cnbc you people say crushed times so people speak facts then trust market news ,AG
facebook_corpus_msr_1525120,political dangerous ,NAG
facebook_corpus_msr_1873433,news ? news shutdown channel,AG
facebook_corpus_msr_1723338,tweet loudspeakers noise pollution great targeted religion basic thats questioning living indiaso understand r multiples religions india also singer first analyze field polluted,AG
facebook_corpus_msr_415137,government salary doctors also earning private practice? form fill?,NAG
facebook_corpus_msr_1945546,shirish kunder know u became u r presstitues pole dancer,AG
facebook_corpus_msr_334539,ndtv sold out ethics morals thats problem india ndtv lost one regular audience best luck ndtv scrap people buy people far people,AG
facebook_corpus_msr_1723534,quite absurd comment coming versatile singer like sonu nigam! talk prayer noise pollutant! next problem sound mandir bells blaring navratri jagarans! sorry comments pathetically bad! expressionless face,AG
facebook_corpus_msr_439699,mr ashish knowyourcompany teach guy se manners spoke md specialty restaurants mention service charge issue comment hoteliers committee arrogant see episode see there nothing compared him things look good television turn see arrogance,AG
facebook_corpus_msr_2187124,reality check valentines day,NAG
facebook_corpus_msr_1563556,sharon say american english reading comment carefully said in american english believe typo actually meant say in america english official language,NAG
facebook_corpus_msr_450697,first american hate american love him know make tomorrow better hate today fellow coming days,AG
facebook_corpus_msr_474271,appreciate bold move nris plan travel india days say till st march trouble,AG
facebook_corpus_msr_401362,central government spending crores rupees jk last years nonsense goahead clean it,AG
facebook_corpus_msr_1919947,petty,NAG
facebook_corpus_msr_1979709, dear indian express feel sorry write journalists misinterpret events present distorted manner make sensational headlines news upcoming singer nahid afreen prepared without proper research investigation sad see journalists even know difference fatwa appeal fatwa nonbinding legal opinion issued qualified jurist mufti request someone unable understand religious guidelines whereas leaflet circulated presented fatwa hard copy appeal signed men believe religious practices merit appeal discussed many grounds many dimensions first foremost appeal called legal opinion fatwa expect apology side mistake,AG
facebook_corpus_msr_464542,clean up rbi governor modi immediatelyto save country,AG
facebook_corpus_msr_463915,mr rahul gandhidont misconception leaderyou comedianstick,AG
facebook_corpus_msr_399490,amazing indian army accept pakistan army enter meters indian territory kill two indian jawan nd end pakistan army accept true indian army also claim enter pakistan territory operation start celebrating surgical strike,NAG
facebook_corpus_msr_421046,new steel policy place end next month steel secy,NAG
facebook_corpus_msr_2380004,rohit coward boy media giving undue importance,AG
facebook_corpus_msr_1805478,true old man funded rss bjp,AG
facebook_corpus_msr_2111180,rss regularly attending sakha one incident compalled leave oganisation,AG
facebook_corpus_msr_335056,rich! made crs day earn muchi will!,AG
facebook_corpus_msr_407534,hey chawla come ur last name chawla? u change banvila? guess ur hero massive heart attack indian muslims also heart attack!!,NAG
facebook_corpus_msr_1723328,whatever done reply u must say public !,AG
facebook_corpus_msr_1805409,arvind kejriwal best,NAG
facebook_corpus_msr_398277,high time indian military take retaliatory strikes check pakistan misadventures,AG
facebook_corpus_msr_398252,father surgical strike offing please please please wait sometime go away patience,AG
facebook_corpus_msr_1833352,wanted know whether killing innocents also integral part movement!!madam shut gob!!!you people giving bad name religion!!what happened rajasthan various parts country name cow protection utmost shame!!,AG
facebook_corpus_msr_1685491,well easily apply men well p,NAG
facebook_corpus_msr_431159,anis mamoon basyt saleh check normie spotted grinning face sweatgrinning face sweatface tears joyface tears joy,NAG
facebook_corpus_msr_405981,support world except pakistan china head ache world community,AG
facebook_corpus_msr_2128631,sp bsp supporters clash mahoba four injured,NAG
facebook_corpus_msr_420481,view karur vysya bank see movemnet last sessions,NAG
facebook_corpus_msr_468989,hi case portofolio building shall wait time invest?,NAG
facebook_corpus_msr_1432700,really shmanmohansinghji completed tenure tuff conditionshis politeness touching,NAG
facebook_corpus_msr_470250,reporter annoying keep bringing mamta corrupt stop,NAG
facebook_corpus_msr_1600584,thats keeping quiet information public domain,NAG
facebook_corpus_msr_1805611,agent bjp,AG
facebook_corpus_msr_427750,anil modi help get deals deserve make revenue regards,AG
facebook_corpus_msr_494921,among top corporate masters dare thisi congratulate crafting unique pathin world greed masters achieve this,NAG
facebook_corpus_msr_471238,sbi staff creating awareness digital bankingpl put private representative create awareness digital banking,AG
facebook_corpus_msr_326285,civil modern nation? cant send gau rakhsk guerrilla?,NAG
facebook_corpus_msr_494932,mr naik great person salute you,NAG
facebook_corpus_msr_483442,great newshandling brand called tata ordinary baniyas job,NAG
facebook_corpus_msr_326438,narender modi messiah used think another corrupt politician worn mask harbinger good days shame him nothing except making fool innocent countrymen lemme prove points modi would campaign party bjp bhartiye jumla party general election promised would solve case naxalitesmaoists promised would solve kashmir issue abrogate article promised would solve problem orop army men promised rebut pakistan harshest way possible promised give youngsters joba secured career promised protect every woman monsters promised eliminate corruption promised make india great againhe promised bring lokpalhe promised bring back black money swiss bank irony done opposite promised couple years ago fulfilled even single promise made usi think cheated us jawans killed bloody naxalsmaoists incorrigible pakistanwe youths deprived jobs scrapping many government posts minimizing vacancythis government absolutely antigovernment jobsfarmers committing suicide everydaywomen tortured openlynagaland kashmir demanding freedom shouting antiindia slogans national capitals jnuchina making cpec gilgit baltistan without even caring concern asking u got electing mr modi ? cheated?? still happy voting modi members bjp speaking muslims support ram mandirare fools?? hating muslims eligibility forces us support bjp?? please realize harsh truth either bjp modi party person voted forwe change perceptionour jawans border mutilated helplessi ashamed pm jai hind,NAG
facebook_corpus_msr_334510,look talking shemale wants dethrone arvind kejriwal ji behest crappy bjp,AG
facebook_corpus_msr_480199,bajaj finserv falling everyday specific reason,NAG
facebook_corpus_msr_221592,guy stupied donot know whta speaking chutia sala behen ka loda,AG
facebook_corpus_msr_448423,people struggled years get freedom british cant struggle months th good country?,AG
facebook_corpus_msr_444244,man buys two thousand bikes winning up elections lecturing fighting corruption devil quoting scriptures,AG
facebook_corpus_msr_2311450,henri kontinen john peers captured doubles title thwarting bob mike bryans attempt win recordequaling th grand slam title,NAG
facebook_corpus_msr_328321,manoj sir changed topic first talked roti rojgar moved away line coz u said boltahai nda government nothing saying created enough employment stop increase rates roti dal,AG
facebook_corpus_msr_1724001,sonu u ??,AG
facebook_corpus_msr_420635,love name gita hope allowed airport securities nations,NAG
facebook_corpus_msr_1521876,banned many states banned chaddi ruling statesthere difference states,AG
facebook_corpus_msr_451845,enfield guys stop saying enfield best lol clearly notexpressionless face,NAG
facebook_corpus_msr_450625,this cant even spell respected pms name??? namo,AG
facebook_corpus_msr_490128,hearing abt ongc divestment heard levels also stock whats ur take ?,NAG
facebook_corpus_msr_1561819,deserve ips dare one police officer argue senior mla even ruling party police cannot insult mla elected people support people situations brave enough instead emotionadisgusting,AG
facebook_corpus_msr_487810,hello pls may know views idfcbank rblbank ?,NAG
facebook_corpus_msr_394700,need behead send product die self slow poison patanjelly!,AG
facebook_corpus_msr_450518,modi ji plzz organize nationwide burnol camp demonetization nation needs lol,AG
facebook_corpus_msr_1521787,live let live option zealots fanatics see them either my way highway exactly supposed convince people stick ideologies like leech flesh change perspective?,AG
facebook_corpus_msr_1818398,lets ban movie halls within metres temples schools p children less violent,NAG
facebook_corpus_msr_1804938,old man nothing mind understand politics india whatever little success got earlier ak other try agitate jonlokpal bjp crush you courage stand speak bjp,AG
facebook_corpus_msr_1429434,rail fare hike first nail modi sarkar tabootits ground realty,AG
facebook_corpus_msr_1723448,totally support shouting azaan times day days disturbing annoying unpleasant thank raising issue least did kudos sonu nigamsonunigam religions play loudly loudspeaker days course start early morning muslims right complain know many parts india muslim dominated areas forbid totally stop even morning evening aarati temples even without loud speakers milk washed community horrible people,AG
facebook_corpus_msr_403359,favoured nation pakistan ne aaj hi tamacha jada hai surgical strike ke liye gujarat election tak intzaar karo,AG
facebook_corpus_msr_1805514,anna another political aspirant,NAG
facebook_corpus_msr_329182,erdogan visiting nation mainwhile pak mutilates indian soldiers bodies govt seeing message ??? close pak embassy ??? also pls ask erdogan happening turkey kurds ?? brutal murdees turkey army ? given kurds land ??? let kashmir thr talks table pass byck pack discuss kurdistan settlement ,AG
facebook_corpus_msr_470167,imran ahamed ppl like real culprits backwardness indian thinking politicians using vote bank good,NAG
facebook_corpus_msr_1724222,gone mad,AG
facebook_corpus_msr_1723297,weddings way functions music generally stops pm before loudspeakers used round year worship places,AG
facebook_corpus_msr_1521774,seem expert face tears joy,AG
facebook_corpus_msr_487738,regular stock market rates live online fb,NAG
facebook_corpus_msr_331445,mate make stats? economy human right country tell one muslim dominated country religions prospered? india religions prospered take everyone throw out big difference,AG
facebook_corpus_msr_407737,stupid stooge corrupt dynasty days corrupt dynasty congress sickular antinationals history italian woman could rule india ten years together looted rs lakhs crores poor indians wrong modi common man elected people india?,AG
facebook_corpus_msr_393962,porki beggar terrorists pigs crying need burnol proud u akki,AG
facebook_corpus_msr_1906939,wrong bengal riots wrong gujarat riots wrong two wrongs make right idiots must stop judging one another,AG
facebook_corpus_msr_473602,hurting us bit today tomorrow required better good appreciate modification,NAG
facebook_corpus_msr_1521733,language clearly shows lower convert nair nidhish nair !,AG
facebook_corpus_msr_451827,expect ????? show bike remoter baad mein start changing camera men,AG
facebook_corpus_msr_411715,want doctors prescribe drug affordable good quality ima president,NAG
facebook_corpus_msr_1833340,u got wrong killing innocents also part freedom struggle remember general dyre jallianwala bagh justified saying ppl committed murder innocent like way general dyre was later british public showed solidarity towards him everything part yr long struggle,AG
facebook_corpus_msr_1737112,misleading headline found video neutral,NAG
facebook_corpus_msr_1804927,u created u must take responsibility like true gandhian gr respect u u awake people corruption blaming kejri u proved u r associate party,NAG
facebook_corpus_msr_443234,logistics government could airlifted minting sites!!,AG
facebook_corpus_msr_506496,national highways expressways govt top priority area nowadays whole concept expressway would thwarted rapid growth commercial industrial residential construction along expresswaysbypass made allow traffic move outside city step taken govt immediately stop practice law framed stop construction upto meter side road construction demolished,AG
facebook_corpus_msr_1723812,think problem loudspeaker loudspeakers even one suffice area due many mosques near other start azan second thing nowadays problem that everyone sings azan be sounds irritating indian maulanas know sing perfect azan otherwise sounds soothing like this backhand index pointing ,AG
facebook_corpus_msr_415822,means rajdeep cooked daily basis home minister howzaat?,NAG
facebook_corpus_msr_495371,even seeing players went rio,NAG
facebook_corpus_msr_2111305,form secularism promoting killing opponents cant understood stop nonsense worshiper blood red,AG
facebook_corpus_msr_334471,ruined? west bengal perfecting fine peaceful life show ruins any,NAG
facebook_corpus_msr_325255,blind bhakths believe evms tampered ? deserve d !!,AG
facebook_corpus_msr_420064,daughter engineer love seeing products made factories!! keep great work!,NAG
facebook_corpus_msr_495439,india gets medals equal america top ten countries world whole country would become crises paying players much cash,NAG
facebook_corpus_msr_332726,common scene punjab real life exp plz travell ferozepuramritsar highway y lol,NAG
facebook_corpus_msr_2111415,rss favour india india favour religious ,NAG
facebook_corpus_msr_397425,dear please note beside terrorist pakistan number one producing donkey demand pakistan donkey huge country support pakistan ,AG
facebook_corpus_msr_53421,idiots voted them let suffer enjoy show ,AG
facebook_corpus_msr_443309,excellent move impact companys shareholders,NAG
facebook_corpus_msr_233531,point pawan kheraeven lost family member make country free would feel pain jawans,AG
facebook_corpus_msr_461234,time person year given either good evili sure read article quick jumping bash facthe chosen evil times person year article says devided states americamy suggestion read article getting excited comment,NAG
facebook_corpus_msr_1979844,copy paste?,AG
facebook_corpus_msr_483740,think equitas holding?,NAG
facebook_corpus_msr_503537,people come go prerogative lets take events positively,NAG
facebook_corpus_msr_469197,give account number give you first show video modi promised lakhs,AG
facebook_corpus_msr_2107771,excellent,NAG
facebook_corpus_msr_426044,yes government try sure success since government entire nation stake blinds like never see nobody action process ridiculous unprepared,NAG
facebook_corpus_msr_1613971,saw bahubali n yes rajamouli herothe art storytelling n every character well sketched indian artistes respecting traditions want see n frame like painting respect,AG
facebook_corpus_msr_1723972,bat think sonu nigam,AG
facebook_corpus_msr_325562,congratulations!met tussauds studio many years ago looking waxworks busy making them!,NAG
facebook_corpus_msr_418166,good decision companies knew well advance would urge honorable inflict fine companies well state govt companies located ,NAG
facebook_corpus_msr_115507,quite mediocre students cannot keep smart ones! like iits india,AG
facebook_corpus_msr_409237,answer questions congress add questions like spread till reaches sonia rahul robert priyanka special protection priyanka robert hard earned money? special privileges robert airports security check? media biased towards congress comes easily debates television channel? why moderators news channels support congress? media congress pressure?,NAG
facebook_corpus_msr_1521726,cow rahsah female protector,AG
facebook_corpus_msr_470560,cash disbursal managed black money could removed,AG
facebook_corpus_msr_2018596,women world leave kids home go work treat children like puppies wonder miras definition good parent applies husband well since promoting rangoon soon child born,AG
facebook_corpus_msr_2018516,yes read radhika read carefully mentioned misha puppy spend one hour runwhats remarkpuppy?,AG
facebook_corpus_msr_1617881,persons drunkened vikram driving car am,AG
facebook_corpus_msr_2256385,angermay evil sick mum kill self,AG
facebook_corpus_msr_408536, hi friends important us cheating public facebook first fb said facebook free always etc etc charging amount inboxing? public didnot like kind cheatings protest kind cheating facebook innocent public stop charging money facebook,NAG
facebook_corpus_msr_2082501,tired banking system looting common peoples money,AG
facebook_corpus_msr_496790,good sbi great,NAG
facebook_corpus_msr_323668,bot fire blue heart powered blue heart md adnan blue heart self site faxttk site green heart usama ahmad green heart,NAG
facebook_corpus_msr_1521922,beef parata,NAG
facebook_corpus_msr_326743,terrorist enter via jungle attack army flew away paksame way pak terrorist batallion named batwho known mutiliating body killing like terrorist bat jihadi people,AG
facebook_corpus_msr_488089,latha venkatesh really annoying interested previous policies rbi r r overmove onstop playing politics,NAG
facebook_corpus_msr_1723295,azaan only free people install loudspeakers masjids temple gurudwara church religion private affair individual loudspeakers allowed religious place,AG
facebook_corpus_msr_1417523,+ likes minutes o,NAG
facebook_corpus_msr_482415,siva interested fight cyrus ratan ? tamil nad politics ?,NAG
facebook_corpus_msr_1563572,lol ok hows search king david going? still cant find him eh? many palestinian homes destroy search mythical figure?,AG
facebook_corpus_msr_399623,sure anyone people laughted pic met onceonly one survive,NAG
facebook_corpus_msr_455763,close royal enfield people said dominar cc impact royal enfield sales would say dream gonna happen bike beat royal enfield,NAG
facebook_corpus_msr_469278,every indian citizens accounts filled lakhs old notes,AG
facebook_corpus_msr_1737076,personally attack ak chosen name modiji ak rahul etc,NAG
facebook_corpus_msr_444055,clean mess somebody take broom hand rightly that salute you narendra modi sir you,AG
